Total_Depth,Total_Depth_Unit,County,Lake,Station,Activity_Start_Date,Activity_Start_Time,Activity_Time_Zone,Org_Result_Value,Org_Result_Unit,Result_Comments,WIN_Value_Qualifier,Data_Category,Run_ID,Study,Comments
16,ft,Seminole,Little Bear,1,04/26/2025,03:30:00 PM,EST,12.5,ft,,,Sample,SECCHI08252025,,
17.5,ft,Seminole,Little Bear,2,04/26/2025,03:45:00 PM,EST,13,ft,,,Sample,SECCHI08252025,,
16,ft,Seminole,Little Bear,3,04/26/2025,03:59:59 PM,EST,13,ft,,,Sample,SECCHI08252025,,
17,ft,Seminole,Little Bear,1,05/28/2025,12:00:00 PM,EST,12.5,ft,,,Sample,SECCHI08252025,,
16,ft,Seminole,Little Bear,2,05/28/2025,12:14:59 PM,EST,11.5,ft,,,Sample,SECCHI08252025,,
17,ft,Seminole,Little Bear,3,05/28/2025,12:30:00 PM,EST,12.5,ft,,,Sample,SECCHI08252025,,
4.8,ft,Seminole,Monroe West,1,04/20/2025,11:33:00 AM,EST,2.5,ft,,,Sample,SECCHI08252025,,
5,ft,Seminole,Monroe West,2,04/20/2025,11:26:00 AM,EST,3,ft,,,Sample,SECCHI08252025,,
5.3,ft,Seminole,Monroe West,3,04/20/2025,11:17:00 AM,EST,3,ft,,,Sample,SECCHI08252025,,
4.8,ft,Seminole,Monroe West,1,05/23/2025,05:05:00 PM,EST,3,ft,,,Sample,SECCHI08252025,,
5.5,ft,Seminole,Monroe West,2,05/23/2025,05:27:00 PM,EST,2,ft,,,Sample,SECCHI08252025,,
5.5,ft,Seminole,Monroe West,3,05/23/2025,05:36:59 PM,EST,3,ft,,,Sample,SECCHI08252025,,
5,ft,Seminole,Monroe West,1,06/14/2025,03:14:00 PM,EST,1.5,ft,,,Sample,SECCHI08252025,,
5.8,ft,Seminole,Monroe West,2,06/14/2025,03:05:00 PM,EST,2,ft,,,Sample,SECCHI08252025,,
5.8,ft,Seminole,Monroe West,3,06/14/2025,03:00:00 PM,EST,3,ft,,,Sample,SECCHI08252025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI08252025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI08252025,,
,ft,Seminole,Queens Mirror,1,05/15/2025,10:00:00 AM,EST,2.5,ft,,,Sample,SECCHI08252025,,
,ft,Seminole,Queens Mirror,2,05/15/2025,10:14:59 AM,EST,2,ft,,,Sample,SECCHI08252025,,
,ft,Seminole,Queens Mirror,3,05/15/2025,10:20:00 AM,EST,2.3,ft,,,Sample,SECCHI08252025,,
5.8,ft,Seminole,Rock,1,04/30/2025,09:27:59 AM,EST,5.8,ft,,S,Sample,SECCHI08252025,,
3.3,ft,Seminole,Rock,2,04/30/2025,09:39:00 AM,EST,3.3,ft,Weeds,S,Sample,SECCHI08252025,,
5,ft,Seminole,Rock,3,04/30/2025,09:44:00 AM,EST,4.3,ft,,,Sample,SECCHI08252025,,
5.3,ft,Seminole,Rock,1,05/29/2025,10:34:00 AM,EST,4.5,ft,,,Sample,SECCHI08252025,,
3.8,ft,Seminole,Rock,2,05/29/2025,10:44:00 AM,EST,3.5,ft,,,Sample,SECCHI08252025,,
5.5,ft,Seminole,Rock,3,05/29/2025,10:50:59 AM,EST,5,ft,,,Sample,SECCHI08252025,,
10,ft,Seminole,Secret,1,07/02/2025,12:01:00 PM,EST,4.5,ft,,,Sample,SECCHI08252025,,
14.5,ft,Seminole,Secret,2,07/02/2025,12:05:00 PM,EST,4.5,ft,,,Sample,SECCHI08252025,,
,ft,Seminole,Secret,3,07/02/2025,,EST,,ft,,,Sample,SECCHI08252025,,
18,ft,Seminole,Silver,1,05/28/2025,07:39:59 AM,EST,13,ft,,,Sample,SECCHI08252025,,
18,ft,Seminole,Silver,2,05/28/2025,07:35:00 AM,EST,13,ft,,,Sample,SECCHI08252025,,
12.5,ft,Seminole,Silver,3,05/28/2025,07:30:00 AM,EST,12.5,ft,,S,Sample,SECCHI08252025,,
3,ft,Seminole,Triplet Middle,1,04/29/2025,04:49:59 PM,EST,3,ft,,S,Sample,SECCHI08252025,,
5.5,ft,Seminole,Triplet Middle,2,04/29/2025,04:30:00 PM,EST,5,ft,,,Sample,SECCHI08252025,,
2.5,ft,Seminole,Triplet Middle,3,04/29/2025,04:40:00 PM,EST,2.5,ft,,S,Sample,SECCHI08252025,,
5.5,ft,Seminole,Triplet South,1,04/30/2025,10:14:59 AM,EST,5,ft,,,Sample,SECCHI08252025,,
3.5,ft,Seminole,Triplet South,2,04/30/2025,10:00:00 AM,EST,3.5,ft,,S,Sample,SECCHI08252025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI08252025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI08252025,,
9,ft,Seminole,Triplet South,3,04/30/2025,10:05:00 AM,EST,9,ft,,S,Sample,SECCHI08252025,,
5,ft,Seminole,Wekiva,1,04/09/2025,10:30:00 AM,EST,5,ft,,S,Sample,SECCHI08252025,,
9,ft,Seminole,Wekiva,2,04/09/2025,10:20:00 AM,EST,9,ft,,S,Sample,SECCHI08252025,,
15,ft,Seminole,Wekiva,3,04/09/2025,10:14:59 AM,EST,12,ft,,,Sample,SECCHI08252025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI08252025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI08252025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI08252025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI08252025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI09222025,,
7.5,ft,Hernando,Mountain,1,12/15/2024,09:50:00 AM,EST,4,ft,,,Sample,SECCHI09222025,,
10,ft,Hernando,Mountain,2,12/15/2024,10:00:00 AM,EST,3.5,ft,,,Sample,SECCHI09222025,,
12,ft,Hernando,Mountain,3,12/15/2024,10:05:00 AM,EST,3.3,ft,,,Sample,SECCHI09222025,,
14,ft,Levy,Cedar Key-1,1,06/30/2025,05:52:00 PM,EST,3,ft,,,Sample,SECCHI09222025,,
8,ft,Levy,Cedar Key-2,1,06/30/2025,04:59:00 PM,EST,2.5,ft,,,Sample,SECCHI09222025,,
11,ft,Levy,Cedar Key-4,1,06/30/2025,04:35:00 PM,EST,3.5,ft,,,Sample,SECCHI09222025,,
3.3,ft,Pasco,Bell,1,07/27/2025,02:35:59 PM,EST,3.3,ft,,S,Sample,SECCHI09222025,,
12,ft,Pasco,Bell,2,07/27/2025,01:44:59 PM,EST,10.5,ft,,,Sample,SECCHI09222025,,
18.5,ft,Pasco,Bell,3,07/27/2025,01:33:00 PM,EST,10,ft,,,Sample,SECCHI09222025,,
4,ft,Pasco,Bell Canal-1,1,07/27/2025,02:28:00 PM,EST,3.3,ft,,,Sample,SECCHI09222025,,
3.8,ft,Pasco,Bell Canal-2,1,07/27/2025,02:08:00 PM,EST,3.5,ft,,,Sample,SECCHI09222025,,
11.5,ft,Pasco,Bird,1,07/31/2025,05:29:59 PM,EST,6,ft,,,Sample,SECCHI09222025,,
5.5,ft,Pasco,Bird,2,07/31/2025,05:35:59 PM,EST,5.5,ft,,S,Sample,SECCHI09222025,,
5.5,ft,Pasco,Bird,3,07/31/2025,05:39:59 PM,EST,5.5,ft,,S,Sample,SECCHI09222025,,
6.8,ft,Pasco,Buddy,1,07/21/2025,01:30:00 PM,EST,3.5,ft,,,Sample,SECCHI09222025,,
6.5,ft,Pasco,Buddy,2,07/21/2025,01:47:00 PM,EST,3.5,ft,,,Sample,SECCHI09222025,,
11.3,ft,Pasco,Buddy,3,07/21/2025,01:54:00 PM,EST,3.3,ft,,,Sample,SECCHI09222025,,
5,ft,Pasco,Conley,1,07/06/2025,,EST,2,ft,,,Sample,SECCHI09222025,,
5,ft,Pasco,Conley,2,07/06/2025,11:35:00 AM,EST,1.5,ft,,,Sample,SECCHI09222025,,
7,ft,Pasco,Conley,3,07/06/2025,11:30:00 AM,EST,1.5,ft,,,Sample,SECCHI09222025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI09222025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI09222025,,
20.3,ft,Pasco,Jovita,1,06/20/2025,10:21:00 AM,EST,5.5,ft,,,Sample,SECCHI09222025,,
16.3,ft,Pasco,Jovita,2,06/20/2025,10:30:00 AM,EST,6.5,ft,,,Sample,SECCHI09222025,,
24,ft,Pasco,Jovita,3,06/20/2025,10:38:00 AM,EST,7,ft,,,Sample,SECCHI09222025,,
14.8,ft,Pasco,Saxon North,1,08/13/2025,12:16:00 PM,EST,7,ft,,,Sample,SECCHI09222025,,
16,ft,Pasco,Saxon North,2,08/13/2025,12:11:00 PM,EST,7.5,ft,,,Sample,SECCHI09222025,,
23.5,ft,Pasco,Saxon North,3,08/13/2025,11:56:59 AM,EST,7,ft,,,Sample,SECCHI09222025,,
13.5,ft,Pasco,Saxon South,1,08/13/2025,11:35:00 AM,EST,6,ft,,,Sample,SECCHI09222025,,
20.8,ft,Pasco,Saxon South,2,08/13/2025,11:46:00 AM,EST,7,ft,,,Sample,SECCHI09222025,,
5.3,ft,Pasco,Saxon South,3,08/13/2025,11:40:00 AM,EST,4,ft,Weeds,,Sample,SECCHI09222025,,
17.3,ft,Pasco,Wistana,1,07/22/2025,11:44:00 AM,EST,1.3,ft,,,Sample,SECCHI09222025,,
13,ft,Pasco,Wistana,2,07/22/2025,11:33:00 AM,EST,1.5,ft,,,Sample,SECCHI09222025,,
6.3,ft,Pasco,Wistana,3,07/22/2025,11:26:00 AM,EST,1.5,ft,,,Sample,SECCHI09222025,,
4.3,ft,Pinellas,Hewitt,1,05/31/2025,05:29:59 PM,EST,4.3,ft,,S,Sample,SECCHI09222025,,
4.3,ft,Pinellas,Hewitt,2,05/31/2025,05:20:00 PM,EST,4.3,ft,,S,Sample,SECCHI09222025,,
5.5,ft,Pinellas,Hewitt,3,05/31/2025,05:18:00 PM,EST,5.5,ft,,S,Sample,SECCHI09222025,,
,ft,,,CCV2,,,,,ft,,,Sample,SECCHI09222025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI09222025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI09222025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI09222025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI09222025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI09222025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI09222025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI09222025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI09222025,,
6.5,ft,Bay,Beatty Bayou-1,1,06/13/2025,07:51:00 AM,CST,5,ft,,,Sample,SECCHI09222025,,
8.9,ft,Bay,Burnt Mill Lower,1,06/12/2025,09:13:00 AM,CST,8.5,ft,,,Sample,SECCHI09222025,,
13.7,ft,Bay,Burnt Mill Upper,1,06/12/2025,09:27:59 AM,CST,4,ft,,,Sample,SECCHI09222025,,
,ft,Bay,Callaway Bayou-2,1,06/23/2025,,CST,,ft,,,Sample,SECCHI09222025,,
7.5,ft,Bay,Crooked Lower,1,06/12/2025,09:02:59 AM,CST,7.16,ft,,,Sample,SECCHI09222025,,
9.56,ft,Bay,Crooked Upper,1,06/12/2025,08:27:00 AM,CST,3.5,ft,,,Sample,SECCHI09222025,,
14.25,ft,Bay,Crooked Upper-2,1,06/12/2025,08:38:00 AM,CST,4.25,ft,,,Sample,SECCHI09222025,,
13.5,ft,Bay,Deer Point,1,05/27/2025,11:26:00 AM,CST,5,ft,,,Sample,SECCHI09222025,,
12.5,ft,Bay,Deer Point,2,05/27/2025,11:40:00 AM,CST,6,ft,,,Sample,SECCHI09222025,,
7,ft,Bay,Deer Point,3,05/27/2025,11:54:00 AM,CST,5.5,ft,,,Sample,SECCHI09222025,,
12,ft,Bay,Deer Point,1,07/30/2025,06:04:00 PM,CST,5,ft,,,Sample,SECCHI09222025,,
11,ft,Bay,Deer Point,2,07/30/2025,05:56:00 PM,CST,4.5,ft,,,Sample,SECCHI09222025,,
7,ft,Bay,Deer Point,3,07/30/2025,05:48:59 PM,CST,7,ft,,S,Sample,SECCHI09222025,,
9.3,ft,Bay,East Bay-1,1,06/23/2025,08:18:00 AM,CST,6.5,ft,,,Sample,SECCHI09222025,,
25.3,ft,Bay,East Bay-2,1,06/23/2025,08:42:59 AM,CST,10,ft,,,Sample,SECCHI09222025,,
23,ft,Bay,East Bay-3,1,06/23/2025,10:05:59 AM,CST,11.5,ft,,,Sample,SECCHI09222025,,
11.5,ft,Bay,East Bay-4,1,06/23/2025,10:22:00 AM,CST,11,ft,,,Sample,SECCHI09222025,,
21.5,ft,Bay,East Bay-5,1,06/23/2025,10:42:00 AM,CST,13,ft,,,Sample,SECCHI09222025,,
12,ft,Bay,Fannin Bayou-1,1,06/13/2025,08:37:00 AM,CST,7,ft,,,Sample,SECCHI09222025,,
15.5,ft,Bay,Goose Bayou-1,1,06/13/2025,10:05:00 AM,CST,11,ft,,,Sample,SECCHI09222025,,
3.5,ft,Bay,Johnson Bayou-1,1,06/30/2025,04:04:59 PM,CST,3.5,ft,,S,Sample,SECCHI09222025,,
11.5,ft,Bay,Laird Bayou-1,1,06/23/2025,09:08:00 AM,CST,10,ft,,,Sample,SECCHI09222025,,
8.3,ft,Bay,Laird Bayou-2,1,06/23/2025,09:22:00 AM,CST,7,ft,,,Sample,SECCHI09222025,,
16.5,ft,Bay,Laird Bayou-3,1,06/23/2025,09:39:59 AM,CST,6.5,ft,,,Sample,SECCHI09222025,,
7,ft,Bay,Lullwater,1,05/29/2025,10:36:00 AM,CST,4.5,ft,,,Sample,SECCHI09222025,,
8,ft,Bay,Lullwater,2,05/29/2025,10:28:00 AM,CST,5,ft,,,Sample,SECCHI09222025,,
6.2,ft,Bay,Lullwater,3,05/29/2025,10:14:59 AM,CST,5,ft,,,Sample,SECCHI09222025,,
10.5,ft,Bay,Lynn Haven Bayou,1,06/13/2025,10:32:59 AM,CST,7.5,ft,,,Sample,SECCHI09222025,,
18.3,ft,Bay,Marin,1,05/21/2025,09:10:00 AM,CST,12.5,ft,,,Sample,SECCHI09222025,,
25,ft,Bay,Marin,2,05/21/2025,09:29:59 AM,CST,13,ft,,,Sample,SECCHI09222025,,
26.5,ft,Bay,Marin,3,05/21/2025,09:39:59 AM,CST,13,ft,,,Sample,SECCHI09222025,,
22.3,ft,Bay,Marin,1,06/11/2025,09:02:59 AM,CST,13,ft,,,Sample,SECCHI09222025,,
25.3,ft,Bay,Marin,2,06/11/2025,09:15:00 AM,CST,15.8,ft,,,Sample,SECCHI09222025,,
24,ft,Bay,Marin,3,06/11/2025,09:25:00 AM,CST,16.5,ft,,,Sample,SECCHI09222025,,
26.5,ft,Bay,Marin,1,07/16/2025,08:40:00 AM,CST,13,ft,,,Sample,SECCHI09222025,,
23.5,ft,Bay,Marin,2,07/16/2025,08:54:59 AM,CST,13.3,ft,,,Sample,SECCHI09222025,,
25.5,ft,Bay,Marin,3,07/16/2025,09:10:00 AM,CST,13.3,ft,,,Sample,SECCHI09222025,,
6.5,ft,Bay,Martin-1,1,05/29/2025,10:30:00 AM,CST,3,ft,,,Sample,SECCHI09222025,,
7,ft,Bay,Martin-1,1,06/30/2025,04:35:00 PM,CST,3,ft,,,Sample,SECCHI09222025,,
6,ft,Bay,Mill Bayou-1,1,06/13/2025,08:01:00 AM,CST,4.5,ft,,,Sample,SECCHI09222025,,
9.5,ft,Bay,North Bay-1,1,06/13/2025,08:09:59 AM,CST,6,ft,,,Sample,SECCHI09222025,,
14.5,ft,Bay,North Bay-2,1,06/13/2025,08:28:00 AM,CST,8.5,ft,,,Sample,SECCHI09222025,,
18,ft,Bay,North Bay-3,1,06/13/2025,08:54:00 AM,CST,11,ft,,,Sample,SECCHI09222025,,
18,ft,Bay,North Bay-4,1,06/13/2025,09:06:00 AM,CST,14,ft,,,Sample,SECCHI09222025,,
4,ft,Bay,Posten Bayou-1,1,06/13/2025,09:24:00 AM,CST,4,ft,,S,Sample,SECCHI09222025,,
9,ft,Bay,Powell,1,06/18/2025,10:01:00 AM,CST,4.5,ft,,,Sample,SECCHI09222025,,
11,ft,Bay,Powell,2,06/18/2025,10:19:00 AM,CST,5.5,ft,,,Sample,SECCHI09222025,,
8.5,ft,Bay,Powell,3,06/18/2025,10:37:00 AM,CST,5,ft,,,Sample,SECCHI09222025,,
11.5,ft,Bay,Powell,4,06/18/2025,10:26:59 AM,CST,7,ft,,,Sample,SECCHI09222025,,
7.5,ft,Bay,Powell,5,06/18/2025,09:02:59 AM,CST,6,ft,,,Sample,SECCHI09222025,,
5.5,ft,Bay,Powell,6,06/18/2025,10:10:00 AM,CST,5,ft,,,Sample,SECCHI09222025,,
4.5,ft,Bay,Powell Creek East-1,1,06/18/2025,09:23:00 AM,CST,3.5,ft,,,Sample,SECCHI09222025,,
10,ft,Bay,Powell Creek East-2,1,06/18/2025,09:39:59 AM,CST,3,ft,,,Sample,SECCHI09222025,,
9,ft,Bay,Pretty Bayou-1,1,06/13/2025,09:34:00 AM,CST,8.5,ft,,,Sample,SECCHI09222025,,
3,ft,Bay,Robinson Bayou-1,1,06/13/2025,09:47:00 AM,CST,3,ft,,S,Sample,SECCHI09222025,,
14.5,ft,Bay,Upper Goose Bayou-1,1,06/13/2025,10:14:59 AM,CST,11,ft,,,Sample,SECCHI09222025,,
31.8,ft,Bay,West Bay-5,1,02/27/2025,12:09:00 PM,CST,12,ft,,,Sample,SECCHI09222025,,
,ft,Bay,West Bay-5,1,04/14/2025,,CST,,ft,,,Sample,SECCHI09222025,,
,ft,Walton,CBA Destin-7,1,02/05/2025,,CST,,ft,,,Sample,SECCHI09222025,,
7.3,ft,Walton,Eastern North,1,03/04/2025,10:38:00 AM,CST,5,ft,,,Sample,SECCHI09222025,,
7,ft,Walton,Grayton,3,11/08/2024,09:39:59 AM,CST,5.5,ft,,,Sample,SECCHI09222025,,
41.3,ft,Bay,St. Andrew Bay-1,1,04/29/2025,11:09:59 AM,CST,12,ft,,,Sample,SECCHI09222025,,
23.5,ft,Bay,St. Andrew Bay-2,1,04/29/2025,11:30:00 AM,CST,23.5,ft,,S,Sample,SECCHI09222025,,
47.5,ft,Bay,St. Andrew Bay-3,1,04/29/2025,11:49:00 AM,CST,14,ft,,,Sample,SECCHI09222025,,
,ft,,,MBLK1,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,Alachua,Blues Creek-1,1,07/18/2025,12:30:00 PM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Alachua,Blues Creek-2,1,07/18/2025,12:14:59 PM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Alachua,Blues Creek-3,1,07/18/2025,12:10:00 PM,EST,,ft,,,Sample,SECCHI09252025,,
18,ft,Alachua,Little Santa Fe,1,08/26/2025,12:59:59 PM,EST,6.5,ft,,,Sample,SECCHI09252025,,
18.8,ft,Alachua,Little Santa Fe,2,08/26/2025,01:05:59 PM,EST,6.5,ft,,,Sample,SECCHI09252025,,
15.3,ft,Alachua,Little Santa Fe,3,08/26/2025,01:11:00 PM,EST,6.5,ft,,,Sample,SECCHI09252025,,
7.5,ft,Alachua,Melrose Bay,1,08/26/2025,12:04:00 PM,EST,7.5,ft,,S,Sample,SECCHI09252025,,
18,ft,Alachua,Melrose Bay,2,08/26/2025,11:53:00 AM,EST,9,ft,,,Sample,SECCHI09252025,,
20.8,ft,Alachua,Melrose Bay,3,08/26/2025,11:56:59 AM,EST,9,ft,,,Sample,SECCHI09252025,,
13.3,ft,Alachua,Moss,1,07/31/2025,10:59:59 AM,EST,8,ft,,,Sample,SECCHI09252025,,
14.8,ft,Alachua,Moss,2,07/31/2025,10:57:59 AM,EST,7.5,ft,,,Sample,SECCHI09252025,,
15.5,ft,Alachua,Moss,3,07/31/2025,10:50:00 AM,EST,8,ft,,,Sample,SECCHI09252025,,
22.5,ft,Alachua,Santa Fe,1,08/26/2025,12:50:00 PM,EST,9,ft,,,Sample,SECCHI09252025,,
24.5,ft,Alachua,Santa Fe,2,08/26/2025,12:44:00 PM,EST,9,ft,,,Sample,SECCHI09252025,,
19,ft,Alachua,Santa Fe,3,08/26/2025,12:38:00 PM,EST,9,ft,,,Sample,SECCHI09252025,,
6,ft,Alachua,Santa Fe-canal mouth,1,08/26/2025,12:10:00 PM,EST,6,ft,,S,Sample,SECCHI09252025,,
5,ft,Alachua,Santa Fe-barricade,1,08/26/2025,12:16:00 PM,EST,5,ft,,S,Sample,SECCHI09252025,,
7.5,ft,Alachua,Santa Fe-Painter Canal,1,08/26/2025,12:18:59 PM,EST,6,ft,,,Sample,SECCHI09252025,,
6.5,ft,Alachua,Santa Fe-Blue Bayou,1,08/26/2025,12:31:00 PM,EST,6.5,ft,,S,Sample,SECCHI09252025,,
12.5,ft,Alachua,Wauberg,1,08/16/2025,11:51:00 AM,EST,2.5,ft,,,Sample,SECCHI09252025,,
,ft,,,CCV1,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,,,MLBK2,,,,,ft,,,QAQC,SECCHI09252025,,
13.5,ft,Alachua,Wauberg,2,08/16/2025,11:56:59 AM,EST,2.5,ft,,,Sample,SECCHI09252025,,
13.5,ft,Alachua,Wauberg,3,08/16/2025,12:03:00 PM,EST,2.5,ft,,,Sample,SECCHI09252025,,
,ft,,,CCV2,,,,,ft,,,Sample,SECCHI09252025,,
,ft,,,CCV2,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,,,MLBK3,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,,,CCV3,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,,,MLBK4,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,,,CCV4,,,,,ft,,,Sample,SECCHI09252025,,
,ft,,,CCV4,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,,,MLBK5,,,,,ft,,,QAQC,SECCHI09252025,,
,ft,,,CCV5,,,,,ft,,,Sample,SECCHI09252025,,
3.8,ft,Alachua,Alice,1,07/30/2025,11:44:59 AM,EST,2.8,ft,,,Sample,SECCHI09252025,,
7.5,ft,Alachua,Alice,2,07/30/2025,12:00:00 PM,EST,2.8,ft,,,Sample,SECCHI09252025,,
9,ft,Alachua,Alice,3,07/30/2025,12:10:00 PM,EST,2.5,ft,,,Sample,SECCHI09252025,,
,ft,Alachua,Blues Creek-1,1,08/11/2025,01:47:59 PM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Alachua,Blues Creek-2,1,08/11/2025,01:37:00 PM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Alachua,Blues Creek-3,1,08/11/2025,01:28:00 PM,EST,,ft,,,Sample,SECCHI09252025,,
3,ft,Alachua,Elizabeth,1,05/29/2025,08:14:00 AM,EST,3,ft,,S,Sample,SECCHI09252025,,
4,ft,Alachua,Elizabeth,2,05/29/2025,08:24:59 AM,EST,3,ft,,,Sample,SECCHI09252025,,
5,ft,Alachua,Elizabeth,3,05/29/2025,08:30:00 AM,EST,3,ft,,,Sample,SECCHI09252025,,
3,ft,Alachua,Elizabeth,1,06/29/2025,07:50:00 AM,EST,3,ft,,S,Sample,SECCHI09252025,,
3.5,ft,Alachua,Elizabeth,2,06/29/2025,07:59:59 AM,EST,3,ft,,,Sample,SECCHI09252025,,
4.5,ft,Alachua,Elizabeth,3,06/29/2025,08:06:00 AM,EST,3,ft,,,Sample,SECCHI09252025,,
11,ft,Alachua,Little Orange,1,07/31/2025,11:40:00 AM,EST,3.3,ft,,,Sample,SECCHI09252025,,
10.8,ft,Alachua,Little Orange,2,07/31/2025,11:44:59 AM,EST,3,ft,,,Sample,SECCHI09252025,,
7.8,ft,Alachua,Little Orange,3,07/31/2025,11:53:00 AM,EST,3.5,ft,,,Sample,SECCHI09252025,,
10.5,ft,Alachua,Holden Pond,1,07/31/2025,11:11:59 AM,EST,4.5,ft,,,Sample,SECCHI09252025,,
10.3,ft,Alachua,Holden Pond,2,07/31/2025,11:14:00 AM,EST,4.8,ft,,,Sample,SECCHI09252025,,
10.8,ft,Alachua,Holden Pond,3,07/31/2025,11:17:59 AM,EST,4.8,ft,,,Sample,SECCHI09252025,,
,ft,Alachua,Turkey Creek-1,1,06/10/2025,11:50:00 AM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Alachua,Turkey Creek-2,1,06/10/2025,11:35:00 AM,EST,,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,1,12/30/2024,11:09:59 AM,EST,9.5,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,2,12/30/2024,11:20:00 AM,EST,10,ft,,,Sample,SECCHI09252025,,
15,ft,Clay,Asbury North,3,12/30/2024,11:30:00 AM,EST,10,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,1,01/26/2025,01:20:00 PM,EST,9.5,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,2,01/26/2025,01:30:00 PM,EST,10,ft,,,Sample,SECCHI09252025,,
15,ft,Clay,Asbury North,3,01/26/2025,01:40:00 PM,EST,9.8,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,1,02/18/2025,02:34:59 PM,EST,7,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,2,02/18/2025,02:40:00 PM,EST,7.3,ft,,,Sample,SECCHI09252025,,
15,ft,Clay,Asbury North,3,02/18/2025,02:45:00 PM,EST,7.5,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,1,03/27/2025,03:40:00 PM,EST,12,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,2,03/27/2025,03:50:00 PM,EST,12.5,ft,,,Sample,SECCHI09252025,,
15,ft,Clay,Asbury North,3,03/27/2025,03:59:59 PM,EST,12,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,1,04/22/2025,12:00:00 PM,EST,11.5,ft,,,Sample,SECCHI09252025,,
20,ft,Clay,Asbury North,2,04/22/2025,12:07:00 PM,EST,11,ft,,,Sample,SECCHI09252025,,
15,ft,Clay,Asbury North,3,04/22/2025,12:14:59 PM,EST,11,ft,,,Sample,SECCHI09252025,,
38,ft,Clay,Deer,1,05/15/2025,11:40:00 AM,EST,22.5,ft,,,Sample,SECCHI09252025,,
58.3,ft,Clay,Deer,2,05/15/2025,11:47:00 AM,EST,20.5,ft,,,Sample,SECCHI09252025,,
33.8,ft,Clay,Deer,1,06/12/2025,09:14:00 AM,EST,18,ft,,,Sample,SECCHI09252025,,
58,ft,Clay,Deer,2,06/12/2025,09:18:00 AM,EST,14.5,ft,,,Sample,SECCHI09252025,,
,ft,Clay,Gold Head Branch-1,1,05/15/2025,12:35:00 PM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Clay,Gold Head Branch-2,1,05/15/2025,12:14:59 PM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Clay,Gold Head Branch-1,1,06/12/2025,09:57:00 AM,EST,,ft,,,Sample,SECCHI09252025,,
,ft,Clay,Gold Head Branch-2,1,06/12/2025,10:08:00 AM,EST,,ft,,,Sample,SECCHI09252025,,
11,ft,Clay,Johnson,1,05/15/2025,09:25:00 AM,EST,7.5,ft,,,Sample,SECCHI09252025,,
10,ft,Clay,Johnson,2,05/15/2025,09:32:59 AM,EST,7.3,ft,,,Sample,SECCHI09252025,,
9,ft,Clay,Johnson,3,05/15/2025,09:41:59 AM,EST,7,ft,,,Sample,SECCHI09252025,,
10.5,ft,Clay,Johnson,1,06/12/2025,11:22:00 AM,EST,6.5,ft,,,Sample,SECCHI09252025,,
10,ft,Clay,Johnson,2,06/12/2025,11:26:00 AM,EST,6.5,ft,,,Sample,SECCHI09252025,,
